ID,block,trial_n,dim_onset,angle_correct,angle_chosen,choice,acc,tResp_1,conf_rating,tResp_2,x1,x2,x3,y1,y2,y3,PID,session,block_c
06CS03,1,12,2,-24.4697,-19.3963,2,0,1.7919,0.8085,3.0036,-21.5061,-22.4129,-32.7309,20.329,7.8912,14.8954,06CS,3,7
06CS03,2,1,8,-35.5213,-37.7124,2,0,3.9401,0.8865,2.0047,-28.9919,-18.3523,-29.3059,20.6959,14.1906,8.2291,06CS,3,8
06CS03,2,2,2,-15.1433,-41.3004,2,0,2.4028,0.7518,2.6255,-30.7386,-18.6326,-27.2788,19.3637,16.3694,7.3825,06CS,3,8
06CS03,2,3,5,-36.8237,-16.2442,3,0,4.4136,0.8191,11.8,-28.1579,-18.4341,-30.058,21.083,13.2748,8.7578,06CS,3,8
06CS03,2,4,8,-37.4368,-16.5784,2,0,8.3894,0.5585,1.3893,-18.5164,-30.3995,-27.7341,12.833,9.05,21.2326,06CS,3,8
06CS03,2,5,5,-34.9026,-15.4882,1,0,14.1833,0.4965,2.3306,-28.9379,-29.358,-18.3541,8.0187,20.4824,14.6144,06CS,3,8
06CS03,2,6,5,-21.647,-23.3608,2,0,4.8594,0.5195,70.997,-23.2613,-20.7824,-32.6063,21.1984,8.9765,12.9407,06CS,3,8
06CS03,3,1,2,-29.5628,-15.6507,1,0,4.938,0.4929,1.0241,-25.6,-31.7602,-19.2898,7.172,18.0151,17.9285,06CS,3,9
06CS03,3,2,2,-15.2669,-15.2669,3,1,2.1106,0.5461,10.735900000000001,-31.2483,-18.8894,-26.5123,18.7729,17.1062,7.2365,06CS,3,9
06CS03,3,3,2,-31.1274,NA,NA,NA,NA,NA,NA,-26.5956,-31.1965,-18.8579,7.2482,18.8392,17.0282,06CS,3,9
06CS03,3,4,2,-16.466,-43.4227,1,0,4.3924,0.4894,1.1527,-19.8958,-24.5168,-32.2374,18.8294,7.2464,17.0398,06CS,3,9
06CS03,3,5,5,-39.2254,-39.2254,2,1,2.8859,0.484,1.159,-29.6819,-18.3776,-28.5905,20.2683,15.002,7.8453,06CS,3,9
06CS03,3,6,8,-30.8028,-30.8028,2,1,2.8871000000000002,0.4911,1.9581,-26.1888,-19.0198,-31.4414,21.5435,11.3393,10.2328,06CS,3,9
06CS03,3,7,2,-36.2093,NA,NA,NA,NA,NA,NA,-29.7074,-28.5622,-18.3804,8.4934,20.9115,13.7107,06CS,3,9
06CS03,3,8,2,-41.1788,-26.6633,2,0,1.858,0.8493,1.4534,-24.5856,-19.853,-32.2114,21.507,9.9691,11.6395,06CS,3,9
06AL01,1,1,2,-23.8816,-42.1736,2,0,3.195,0.3333,2.1006,-32.5582,-23.4755,-20.6163,12.7211,21.2665,9.128,06AL,1,1
06AL01,1,2,5,-42.7165,-42.7165,2,1,3.4163,0.4344,3.5297,-31.6193,-19.1609,-25.8698,18.2453,17.6914,7.179,06AL,1,1
06AL01,1,3,5,-30.2187,-30.2187,1,1,2.5803,0.3333,1.2972,-31.5382,-19.0938,-26.0179,18.3695,17.559,7.1871,06AL,1,1
06AL01,1,4,2,-16.1734,-16.1734,1,1,2.4344,0.3333,0.9054,-24.8471,-32.107,-19.6958,7.2063,17.346,18.5634,06AL,1,1
06AL01,1,5,5,-17.7361,-26.1229,3,0,1.7947,0.5816,1.8841,-20.6543,-23.4257,-32.5699,19.6513,7.4924,15.972,06AL,1,1
06AL01,1,6,8,-16.414,-16.414,1,1,2.7978,0.4202,1.6469,-30.2387,-27.9377,-18.4736,8.9078,21.1644,13.0434,06AL,1,1
06AL01,2,1,2,-21.0162,-21.0162,3,1,2.3816,0.7181,3.6472,-23.7094,-20.4421,-32.4985,21.3326,9.2975,12.4855,06AL,1,2
06AL01,2,2,5,-35.6524,-16.2775,2,0,2.6391,0.3333,1.7393,-18.4414,-30.0947,-28.1139,13.2283,8.7875,21.0999,06AL,1,2
06AL01,2,3,8,-16.527,-16.527,3,1,2.9935,0.3333,1.1184,-32.261,-19.9358,-24.4532,16.98,18.8797,7.2559,06AL,1,2
06AL01,2,4,5,-33.3961,NA,NA,NA,NA,NA,NA,-30.7929,-27.2022,-18.6549,9.4371,21.3797,12.2988,06AL,1,2
06AL01,2,5,8,-42.6262,-42.6262,3,1,1.9654,0.4025,1.2467,-21.0943,-32.6758,-22.8799,8.7162,13.341,21.0585,06AL,1,2
06AL01,2,6,2,-39.796,-39.796,1,1,3.314,0.3972,1.8484,-25.8857,-19.1536,-31.6108,21.564,11.0665,10.4851,06AL,1,2
06AL01,2,7,5,-39.3458,-39.3458,2,1,1.5429,0.6933,3.3024,-29.7391,-18.3841,-28.5268,20.2278,15.0718,7.8161,06AL,1,2
06AL01,3,1,8,-24.9994,NA,NA,NA,NA,NA,NA,-32.4362,-23.9275,-20.2862,12.2696,21.3867,9.4594,06AL,1,3
06AL01,3,2,8,-40.577,-40.577,3,1,1.8319,0.8032,2.0296,-19.5092,-31.9633,-25.1775,10.4541,11.0993,21.5622,06AL,1,3
06AL01,3,3,2,-29.6826,-29.6826,1,1,1.832,0.6773,2.6134,-31.7213,-19.2524,-25.6763,18.0807,17.8619,7.173,06AL,1,3
06AL01,3,4,2,-22.4175,-22.4175,1,1,2.2433,0.5461,2.069,-32.6955,-22.7429,-21.2116,13.4878,21.0021,8.6257,06AL,1,3
06AL01,3,5,5,-16.3087,-43.3655,3,0,1.5016,0.8333,3.2438,-24.6887,-32.1712,-19.79,7.2236,17.2001,18.6919,06AL,1,3
06AL01,3,6,8,-24.3756,-24.3756,3,1,1.4746,0.8032,1.454,-21.5584,-22.3563,-32.7352,20.3641,7.9189,14.8325,06AL,1,3
06AL01,3,7,8,-37.5972,-37.5972,1,1,3.4983,0.3333,0.8307,-18.354,-29.3549,-28.9412,14.133,8.2593,20.7232,06AL,1,3
06AL02,1,1,8,-18.0233,-39.4363,2,0,2.0362,0.3333,1.2305,-31.4389,-26.1932,-19.018,10.2293,21.5431,11.3433,06AL,2,4
06AL02,1,2,5,-30.1856,-30.1856,1,1,1.7297,0.8174,1.4156,-31.55,-19.1032,-25.9968,18.3519,17.578,7.1858,06AL,2,4
06AL02,1,3,2,-18.6818,-18.6818,2,1,1.667,0.7074,2.7113,-21.1527,-22.8112,-32.686,20.0731,7.7131,15.3294,06AL,2,4
06AL02,1,4,2,-15.4901,-38.5199,1,0,3.0518,0.4362,2.0425,-18.3539,-28.942,-29.3541,14.6098,8.0209,20.4849,06AL,2,4
06AL02,1,5,8,-15.1531,-31.9779,1,0,2.1938,0.5284,1.4319,-30.841,-18.6756,-27.1335,19.255,16.5124,7.3482,06AL,2,4
06AL02,1,6,8,-29.3043,-29.3043,1,1,1.843,0.8422,1.4861,-31.842,-19.3728,-25.4353,17.872,18.0708,7.1728,06AL,2,4
06AL02,2,1,5,-23.3004,-23.3004,3,1,1.5785,0.7199,1.333,-22.1858,-21.7192,-32.745,20.7376,8.2755,14.1025,06AL,2,5
06AL02,2,2,2,-26.7847,-41.1323,3,0,2.1448,0.484,1.1002,-19.8238,-32.1931,-24.6331,10.0071,11.5953,21.5133,06AL,2,5
06AL02,2,3,2,-41.1033,-32.4478,2,0,2.7328,0.3404,0.9795,-27.4288,-30.63,-18.5913,7.4213,19.4742,16.2201,06AL,2,5
06AL02,2,4,8,-40.5081,-40.5081,2,1,1.873,0.7429,2.972,-30.3144,-18.4928,-27.8428,19.7701,15.7989,7.5467,06AL,2,5
06AL02,2,5,2,-21.5452,-21.5452,3,1,1.7676,0.8032,1.8109,-23.3321,-20.7268,-32.5911,21.221800000000002,9.0262,12.8677,06AL,2,5
06AL02,2,6,5,-28.6474,-28.6474,3,1,1.9687,0.8635,1.1591,-19.5983,-25.0169,-32.0348,18.4237,7.1916,17.5003,06AL,2,5
06AL02,3,1,2,-23.0696,-21.1762,2,0,2.8677,0.3333,0.8263,-22.3277,-21.585,-32.7372,20.8106,8.362,13.9431,06AL,2,6
06AL02,3,2,5,-29.8637,-29.8637,1,1,2.0967,0.9202,3.9652,-31.661,-19.1973,-25.7917,18.1792,17.7605,7.1759,06AL,2,6
06AL02,3,3,8,-20.2999,-20.2999,2,1,4.9602,0.4202,1.752,-20.0698,-32.3343,-24.246,9.7021,11.9607,21.4528,06AL,2,6
06AL02,3,4,5,-17.9999,-17.9999,2,1,1.9399,0.3333,0.9054,-20.7976,-23.2421,-32.6103,19.7806,7.5518,15.7832,06AL,2,6
06AL02,3,5,5,-15.1835,-15.1835,1,1,2.2691,0.8989,1.86,-27.9687,-30.2137,-18.4676,7.5903,19.8573,15.668,06AL,2,6
06AL02,3,6,8,-43.2807,-43.2807,1,1,1.5165,0.9167,1.6117,-19.6626,-24.9042,-32.0831,18.5166,7.2009,17.3981,06AL,2,6
06AL03,1,1,8,-16.2166,-16.2166,3,1,2.3707,0.4415,1.0465,-32.1283,-19.7262,-24.7955,17.2986,18.6055,7.2115,06AL,3,7
06AL03,1,2,2,-15.4063,-15.4063,3,1,2.2539,0.8369,1.3571,-31.4903,-19.0564,-26.1034,18.4405,17.482,7.1932,06AL,3,7
06AL03,1,3,8,-22.2652,NA,NA,NA,NA,NA,NA,-32.6814,-22.8429,-21.1257,13.3804,21.0436,8.6916,06AL,3,7
06AL03,1,4,8,-15.1821,-15.1821,3,1,1.6644,0.8475,2.3467,-30.9998,-18.7502,-26.9,19.0772,16.7389,7.2996,06AL,3,7
06AL03,1,5,5,-42.6516,-42.6516,1,1,2.284,0.7216,4.8754,-19.1219,-25.9551,-31.5729,17.6153,7.1833,18.317,06AL,3,7
06AL03,1,6,8,-32.8411,-32.8411,3,1,4.9983,0.5018,2.8794,-18.5299,-27.6747,-30.4453,15.9715,7.4925,19.6516,06AL,3,7
06AL03,1,7,8,-19.7312,-19.7312,1,1,1.6008,0.9113,3.1443,-32.1688,-24.695,-19.7863,11.5378,21.5209,10.0569,06AL,3,7
06AL03,2,1,2,-33.8589,-15.2555,1,0,2.671,0.3333,0.5904,-28.3046,-29.9337,-18.4117,7.7196,20.0835,15.3125,06AL,3,8
06AL03,2,2,2,-32.3738,-32.3738,1,1,2.2752,0.766,1.2031,-30.6639,-18.6037,-27.3824,19.4402,16.2665,7.4089,06AL,3,8
06AL03,2,3,2,-29.8284,-29.8284,3,1,3.6254,0.4894,2.0863,-31.6501,-25.8124,-19.1876,10.5471,21.5671,11.0015,06AL,3,8
06AL03,2,4,8,-16.0921,-43.2617,2,0,2.0812,0.8032,2.2305,-32.0646,-19.6375,-24.9479,17.4378,18.4807,7.1971,06AL,3,8
06AL03,2,5,2,-21.7528,-42.8289,1,0,1.5042,0.7943,2.0409,-22.5806,-21.3543,-32.7151,20.931,8.5207,13.6639,06AL,3,8
06AL03,2,6,5,-26.6499,-26.6499,3,1,1.7751,0.8812,2.0528,-20.409300000000002,-23.7546,-32.4861,19.413,7.3993,16.3033,06AL,3,8
06AL03,3,1,5,-38.5775,-38.5775,3,1,1.6573,0.3333,0.8874,-18.7545,-31.0082,-26.8873,11.9927,9.6764,21.4466,06AL,3,9
06AL03,3,2,5,-24.3544,-24.3544,3,1,1.8585,0.8723,1.8365,-32.5096,-23.6679,-20.4725,12.527,21.3215,9.2671,06AL,3,9
06AL03,3,3,5,-43.4255,-43.4255,1,1,1.6075,0.7695,0.9871,-19.9015,-24.5076,-32.2409,18.8367,7.2477,17.0312,06AL,3,9
06AL03,3,4,5,-41.738,NA,NA,NA,NA,NA,NA,-18.7448,-26.9162,-30.989,16.7233,7.3027,19.0896,06AL,3,9
06AL03,3,5,8,-39.5643,NA,NA,NA,NA,NA,NA,-19.0644,-31.5007,-26.085,11.2451,10.3185,21.552,06AL,3,9
06AL03,3,6,2,-15.2294,-15.2294,2,1,1.8434,0.8245,1.3012,-18.4273,-28.2001,-30.0226,15.4241,7.6773,20.0142,06AL,3,9
06AL03,3,7,5,-35.9578,-35.9578,2,1,2.125,0.4982,1.3696,-29.5616,-28.722,-18.3663,8.393,20.8355,13.8871,06AL,3,9
06AL03,3,8,8,-27.187,-43.525,3,0,1.4883,0.4681,0.9233,-24.0918,-32.3853,-20.1729,7.3211,16.6344,19.1601,06AL,3,9
05CS01,1,1,8,-28.9693,NA,NA,NA,NA,NA,NA,-31.8197,-25.4807,-19.3495,10.832,21.5715,10.7121,05CS,1,1
05CS01,1,2,8,-34.7932,NA,NA,NA,NA,NA,NA,-28.8722,-29.4208,-18.357,7.9841,20.4428,14.6886,05CS,1,1
05CS01,1,3,8,-32.7046,NA,NA,NA,NA,NA,NA,-30.5102,-18.5502,-27.5895,19.5907,16.0581,7.4668,05CS,1,1
05CS01,1,4,5,-36.7604,-16.2124,1,0,3.8198,0.4858,1.942,-30.0223,-28.2005,-18.4272,8.7293,21.0663,13.32,05CS,1,1
05CS01,1,5,5,-24.8961,-20.7756,3,0,2.1537,1,0.975,-23.8862,-20.3153,-32.4485,21.377,9.4284,12.3102,05CS,1,1
05CS01,1,6,2,-29.7417,-15.5882,2,0,3.8197,0.7713,2.3094,-19.2343,-25.714,-31.7018,17.8289,7.1737,18.1129,05CS,1,1
05CS01,1,7,8,-15.187,-31.5614,2,0,3.991,0.4149,7.1044,-26.8705,-31.0194,-18.7601,7.294,19.0544,16.7672,05CS,1,1
05CS01,1,8,8,-22.7621,-42.8672,3,0,2.3104,0.5567,3.7853,-21.4079,-32.7213,-22.5209,8.4827,13.7293,20.9037,05CS,1,1
05CS01,1,9,8,-35.6857,-15.7445,2,0,4.0834,0.7482,3.7795,-18.3561,-29.4026,-28.8914,14.0767,8.2893,20.7496,05CS,1,1
05CS01,2,1,5,-41.297,-41.297,2,1,3.435,0.4699,2.2772,-30.7367,-18.6319,-27.2814,19.3657,16.3668,7.3832,05CS,1,2
05CS01,2,2,5,-43.5103,-27.3108,1,0,7.366,0.4557,5.8144,-32.3598,-20.1203,-24.1699,16.7099,19.1003,7.3054,05CS,1,2
05CS01,2,3,2,-16.4378,NA,NA,NA,NA,NA,NA,-24.5468,-32.2262,-19.877,7.2421,17.0679,18.8056,05CS,1,2
05CS01,2,4,5,-15.5332,-35.0573,1,0,3.2888,0.4645,1.6895,-29.2682,-18.3513,-29.0305,20.5375,14.5091,8.069,05CS,1,2
05CS01,2,5,8,-25.1978,-43.5091,3,0,3.0134,0.4202,1.8651,-22.8551,-32.6796,-21.1154,7.6953,15.3763,20.0441,05CS,1,2
05CS01,2,6,2,-32.3772,-17.4134,2,0,1.9126,0.8369,1.7153,-18.7839,-31.065,-26.8011,11.9102,9.7431,21.4623,05CS,1,2
05CS01,2,7,2,-28.7397,-18.9007,3,0,1.2954,0.8209,2.0321,-25.3921,-19.3951,-31.8628,21.5701,10.636,10.9095,05CS,1,2
05CS01,3,1,2,-15.8906,-15.8906,3,1,4.2344,0.4592,2.9276,-31.9441,-19.4865,-25.2195,17.6818,18.2543,7.1795,05CS,1,3
05CS01,3,2,5,-30.5644,-15.3547,3,0,3.8293,0.3333,0.8986,-31.4129,-18.9992,-26.2379,18.5512,17.3596,7.2048,05CS,1,3
05CS01,3,3,2,-15.1723,-15.1723,1,1,1.702,0.5408,2.1259,-26.9656,-30.9559,-18.7285,7.3124,19.1275,16.6757,05CS,1,3
05CS01,3,4,8,-15.4706,-42.653,3,0,2.2293,0.5177,2.2988,-25.9533,-31.5739,-19.1227,7.1832,18.3155,17.6169,05CS,1,3
05CS01,3,5,8,-38.7264,-34.7442,1,0,5.2479,0.406,1.5807,-29.4488,-18.3585,-28.8427,20.4249,14.7218,7.9689,05CS,1,3
05CS01,3,6,2,-30.6469,NA,NA,NA,NA,NA,NA,-31.476,-26.1285,-19.0455,10.2825,21.5486,11.2845,05CS,1,3
05CS01,3,7,2,-17.7147,-43.5748,1,0,2.4922,0.8174,1.4027,-20.6425,-23.4411,-32.5664,19.6403,7.4877,15.9876,05CS,1,3
05CS02,1,1,8,-36.4024,-36.4178,3,0,1.4526,0.7695,2.7248,-18.3955,-29.8273,-28.4272,13.5636,8.5801,20.972,05CS,2,4
05CS02,1,2,2,-42.7565,-15.536,1,0,2.9523,0.4628,1.8414,-25.8156,-31.6484,-19.1861,7.1768,18.1994,17.7395,05CS,2,4
05CS02,1,3,2,-26.8418,-43.5559,1,0,2.556,0.766,5.3834,-20.3233,-23.8748,-32.4519,19.3238,7.3695,16.4223,05CS,2,4
05CS02,1,4,5,-42.4123,-42.4123,1,1,1.9773,0.5035,1.5677,-18.9964,-26.2445,-31.409,17.3536,7.2055,18.5566,05CS,2,4
05CS02,1,5,8,-16.8933,-37.9473,3,0,2.2512,0.4184,1.3605,-18.6085,-30.6765,-27.365,12.4599,9.3163,21.3394,05CS,2,4
05CS02,1,6,2,-43.1326,-43.1326,2,1,3.6418,0.3333,1.6864,-31.9462,-19.489,-25.2148,17.6776,18.2583,7.1797,05CS,2,4
05CS02,2,1,5,-20.376,-43.1842,2,0,2.8472,0.4415,4.6311,-32.75,-21.9671,-21.933,14.3522,20.6171,8.1464,05CS,2,5
05CS02,2,2,8,-35.0945,-35.0945,2,1,2.5381,0.3812,1.1229,-29.0526,-29.2465,-18.3509,8.0813,20.5505,14.4838,05CS,2,5
05CS02,2,3,8,-23.6468,-43.1789,2,0,3.4554,0.4131,2.5069,-32.7499,-21.9777,-21.9224,14.34,20.6232,8.1525,05CS,2,5
05CS02,2,4,5,-42.9058,-21.475,1,0,1.8073,0.3333,0.7037,-21.4636,-32.727,-22.4594,8.4439,13.7969,20.8748,05CS,2,5
05CS02,2,5,2,-33.777,-37.9627,2,0,18.938,0.3333,0.8094,-30.6848,-27.3536,-18.6116,9.3247,21.3423,12.4486,05CS,2,5
05CS02,2,6,2,-43.5359,-43.5359,3,1,2.4538,0.6436,3.2744,-23.0046,-32.6554,-20.99,7.6368,15.535,19.9438,05CS,2,5
05CS02,3,1,5,-36.9438,-36.0599,3,0,2.4459,0.4716,2.3319,-18.3715,-29.6209,-28.6576,13.8157,8.4332,20.8667,05CS,2,6
05CS02,3,2,5,-15.6899,-35.5357,2,0,1.6687,0.4149,1.4097,-29.3144,-28.9831,-18.3525,8.2343,20.7007,14.1806,05CS,2,6
05CS02,3,3,5,-42.7014,-15.5,2,0,2.5498,0.5922,2.5119,-19.1516,-25.8899,-31.6085,17.6735,7.1799,18.2622,05CS,2,6
05CS02,3,4,2,-15.1835,-33.3136,2,0,1.8684,0.6046,1.8431,-27.9684,-30.214,-18.4677,7.5902,19.8571,15.6684,05CS,2,6
05CS02,3,5,8,-16.5035,-27.7977,2,0,4.177,0.6649,2.4684,-24.4776,-32.252,-19.9204,7.2522,17.003,18.8605,05CS,2,6
05CS02,3,6,8,-31.9724,-41.4865,2,0,4.1929,0.5603,1.6525,-30.8434,-18.6766,-27.13,19.2524,16.5158,7.3474,05CS,2,6
05CS03,1,1,8,-17.8098,-39.1866,2,0,3.243,0.5745,1.7573,-31.3165,-26.4005,-18.933,10.0605,21.5215,11.5336,05CS,3,7
05CS03,1,2,5,-16.9506,-33.6431,3,0,1.8976,0.4344,1.4468,-30.7232,-27.3003,-18.6265,9.3641,21.3559,12.3957,05CS,3,7
05CS03,1,3,2,-25.2115,-41.7154,3,0,2.0636,0.4557,11.1652,-20.2273,-32.4104,-24.0123,9.5232,12.1866,21.4058,05CS,3,7
05CS03,1,4,2,-37.0701,-35.9739,3,0,2.0849,0.445,3.0931,-18.3671,-29.571,-28.7119,13.8759,8.3993,20.8404,05CS,3,7
05CS03,1,5,5,-42.5179,-15.3991,2,0,4.7613,0.4805,5.3465,-19.0486,-26.1213,-31.4801,17.4658,7.1946,18.4552,05CS,3,7
05CS03,1,6,2,-35.173,-15.5687,3,0,2.0103,0.4433,1.6015,-29.2003,-18.3502,-29.0995,20.5779,14.4301,8.1076,05CS,3,7
05CS03,2,1,5,-43.2946,NA,NA,NA,NA,NA,NA,-24.8713,-32.097,-19.6817,7.2039,17.368,18.5436,05CS,3,8
05CS03,2,2,2,-16.6254,-27.6021,2,0,1.3413,0.4557,1.687,-24.3538,-32.2968,-19.9994,7.2719,16.8859,18.9578,05CS,3,8
05CS03,2,3,8,-37.477,-37.477,3,1,1.0074,0.7394,1.837,-18.5228,-30.4216,-27.7056,12.8038,9.0702,21.2416,05CS,3,8
05CS03,2,4,5,-33.7661,-33.7661,3,1,1.9096,0.4947,1.5529,-18.42,-28.2476,-29.9824,15.3735,7.6963,20.0458,05CS,3,8
05CS03,2,5,8,-41.1454,-19.8245,3,0,2.4336,0.7535,1.4446,-24.6198,-19.832,-32.1982,21.5115,9.9964,11.6077,05CS,3,8
05CS03,2,6,8,-18.4886,-29.6902,3,0,2.9149,0.6826,2.6967,-31.6782,-25.759,-19.2127,10.5924,21.5688,10.9544,05CS,3,8
05CS03,2,7,5,-17.0186,-43.5413,2,0,2.0591,0.633,3.2859,-32.4173,-20.2428,-23.9898,16.5352,19.2375,7.3429,05CS,3,8
05CS03,3,1,8,-42.3331,-42.3331,3,1,1.058,0.672,1.104,-26.3331,-31.3569,-18.9601,7.2146,18.6287,17.2724,05CS,3,9
05CS03,3,2,2,-22.4982,-42.7567,3,0,1.1987,0.5709,1.1294,-21.2574,-32.7023,-22.6903,8.5914,13.5446,20.9796,05CS,3,9
05CS03,3,3,5,-16.4998,-27.8037,1,0,1.798,0.3865,4.9808,-32.2506,-19.918,-24.4814,17.0065,18.8575,7.2516,05CS,3,9
05CS03,3,4,8,-29.6839,-42.8538,3,0,2.009,0.461,1.7196,-25.6772,-31.7208,-19.252,7.173,18.0814,17.8612,05CS,3,9
05CS03,3,5,5,-16.6272,-34.5789,1,0,0.9988,0.477,1.6461,-18.5298,-30.4449,-27.6753,12.7728,9.0917,21.2511,05CS,3,9
05CS03,3,6,2,-35.8042,-36.7956,2,0,2.5941,0.5035,2.4683,-30.0422,-28.1768,-18.431,8.7451,21.0756,13.2949,05CS,3,9
05AL01,1,1,5,-24.468,-21.01,1,0,6.9132,0.672,5.6328,-32.4973,-23.7138,-20.4389,12.4811,21.3338,9.3007,05AL,1,1
05AL01,1,2,8,-24.4198,-43.3778,2,0,6.2173,0.383,3.1943,-32.7333,-21.5338,-22.3829,14.8621,20.3477,7.9058,05AL,1,1
05AL01,1,3,8,-15.1897,-41.8068,2,0,6.6319,0.5851,1.7465,-31.0297,-18.7655,-26.8548,19.0423,16.7823,7.2911,05AL,1,1
05AL01,1,4,8,-36.8838,-36.8838,1,1,2.6883,0.8067,1.4195,-28.1173,-18.4408,-30.0919,21.0986,13.2318,8.7852,05AL,1,1
05AL01,1,5,8,-39.8282,-39.8282,2,1,2.6044,0.594,0.9069,-31.6259,-25.8576,-19.1665,10.5088,21.5653,11.0416,05AL,1,1
05AL01,1,6,5,-18.796,-43.4847,2,0,2.1655,0.9929,1.7459,-32.6953,-21.2104,-22.7443,15.2575,20.1171,7.741,05AL,1,1
05AL01,2,1,5,-16.4829,-37.2702,3,0,3.4414,0.5833,1.1036,-18.491,-30.3076,-27.8514,12.9538,8.9677,21.1942,05AL,1,2
05AL01,2,2,2,-16.8318,-16.8318,2,1,2.4052,0.766,1.4064,-20.1291,-24.1568,-32.3642,19.1104,7.308,16.6972,05AL,1,2
05AL01,2,3,8,-37.2271,-37.2271,2,1,3.06,0.5816,1.4518,-28.7798,-18.3623,-29.508,20.8068,13.9514,8.3573,05AL,1,2
05AL01,2,4,2,-25.0499,-25.0499,2,1,3.4962,0.5372,1.4152,-22.7647,-32.6926,-21.1927,7.7324,15.2795,20.1037,05AL,1,2
05AL01,2,5,2,-42.7913,-42.7913,1,1,2.0851,0.8404,1.4595,-22.6381,-21.3033,-32.7086,20.9568,8.5577,13.6012,05AL,1,2
05AL01,2,6,5,-32.2069,-38.7722,1,0,2.669,0.7908,1.7256,-26.7345,-18.8073,-31.1081,21.4738,11.8468,9.7951,05AL,1,2
05AL01,3,1,5,-34.4715,-37.5803,1,0,2.7858,0.8103,0.8926,-27.6319,-18.54,-30.4781,21.2643,12.7286,9.1227,05AL,1,3
05AL01,3,2,5,-35.9792,-15.8587,3,0,3.7117,0.445,1.4842,-28.7086,-18.3674,-29.5741,20.8421,13.8722,8.4014,05AL,1,3
05AL01,3,3,2,-32.0921,-41.3934,2,0,1.9841,0.8706,1.9107,-30.7907,-18.654,-27.2054,19.309,16.4418,7.3648,05AL,1,3
05AL01,3,4,2,-40.0289,-40.0289,1,1,4.5019,0.3759,0.8768,-18.4367,-28.1417,-30.0716,15.4861,7.6545,19.975,05AL,1,3
05AL01,3,5,8,-41.9165,-31.3773,1,0,4.2596,0.4397,1.2022,-31.0955,-18.8004,-26.7541,18.9639,16.8784,7.2733,05AL,1,3
05AL01,3,6,2,-42.3642,-15.3332,2,0,3.201,0.3546,1.2275,-18.9741,-26.2987,-31.3773,17.304,7.2109,18.6007,05AL,1,3
05AL02,1,1,5,-16.3427,-37.0135,2,0,2.9176,0.5248,1.0497,-30.1647,-28.0289,-18.4564,8.8452,21.1317,13.1388,05AL,2,4
05AL02,1,2,5,-42.5313,-15.4056,1,0,2.0048,1,0.8055,-26.1051,-31.4893,-19.0556,7.1933,18.4419,17.4804,05AL,2,4
05AL02,1,3,2,-17.2751,-17.2751,2,1,2.6915,0.7376,0.8193,-18.7348,-30.9689,-26.9463,12.0495,9.631,21.4352,05AL,2,4
05AL02,1,4,5,-39.4666,-39.4666,2,1,1.7841,0.711,1.1929,-31.4536,-26.1676,-19.0288,10.2503,21.5453,11.32,05AL,2,4
05AL02,1,5,5,-40.6244,-19.2025,1,0,5.3067,0.4592,1.0522,-31.9836,-25.1325,-19.5338,11.1395,21.5598,10.4164,05AL,2,4
05AL02,1,6,2,-15.1825,-41.7589,3,0,3.9691,0.5355,0.8267,-26.8976,-31.0014,-18.751,7.2991,19.0753,16.7412,05AL,2,4
05AL02,2,1,2,-24.4795,-41.9717,3,0,1.8188,0.9433,0.7593,-20.4355,-32.496,-23.7185,9.3041,12.4765,21.335,05AL,2,5
05AL02,2,2,5,-18.8684,-43.4745,1,0,5.7149,0.5957,1.3305,-21.2467,-22.7026,-32.7008,20.1443,7.7588,15.2125,05AL,2,5
05AL02,2,3,2,-39.8558,-18.4071,2,0,3.6903,0.7323,1.7049,-19.1777,-31.6388,-25.8335,11.0202,10.5292,21.5663,05AL,2,5
05AL02,2,4,2,-15.466,-30.1335,2,0,2.3813,0.7589,0.9632,-25.9636,-31.5683,-19.1181,7.1838,18.3241,17.6077,05AL,2,5
05AL02,2,5,5,-27.3386,-27.3386,3,1,5.1106,0.5319,0.8509,-32.1062,-24.8491,-19.6947,11.396,21.5377,10.182,05AL,2,5
05AL02,2,6,8,-42.6104,-42.6104,1,1,1.9745,0.8404,1.3371,-22.9023,-21.0754,-32.6723,21.0674,8.7311,13.3171,05AL,2,5
05AL02,3,1,8,-34.307,-34.307,3,1,2.1186,0.9167,1.2097,-18.3788,-28.5782,-29.693,15.0155,7.8397,20.2605,05AL,2,6
05AL02,3,2,8,-42.036,-21.1086,1,0,7.4112,0.406,2.518,-32.5164,-23.6423,-20.4913,12.5526,21.3146,9.2485,05AL,2,6
05AL02,3,3,2,-15.2387,-33.7522,3,0,19.5561,0.3333,0.8748,-18.4213,-28.239,-29.9897,15.3826,7.6929,20.0401,05AL,2,6
05AL02,3,4,8,-42.02,-42.02,1,1,4.2438,0.5816,2.2019,-18.8358,-26.6556,-31.1587,16.9717,7.2573,18.8866,05AL,2,6
05AL02,3,5,8,-22.9171,-22.9171,1,1,8.5988,0.3333,2.231,-32.7301,-22.4229,-21.497,13.8373,20.8574,8.421,05AL,2,6
05AL02,3,6,8,-41.5592,-31.8768,1,0,4.7279,0.5408,1.5842,-30.885,-18.6952,-27.0697,19.2069,16.5746,7.3341,05AL,2,6
05AL03,1,1,8,-21.9693,-22.5231,3,0,5.009,0.5319,16.0613,-22.6742,-21.2715,-32.7043,20.9726,8.581,13.562,05AL,3,7
